0.0000000E+00 0.0000000E+00
1.5151001E-02 1.0101010E-02
3.0298909E-02 2.0202020E-02
4.5440633E-02 3.0303031E-02
6.0573082E-02 4.0404040E-02
7.5693168E-02 5.0505050E-02
9.0797789E-02 6.0606062E-02
0.1058839 7.0707068E-02
0.1209483 8.0808081E-02
0.1359880 9.0909094E-02
0.1509998 0.1010101
0.1659808 0.1111111
0.1809277 0.1212121
0.1958376 0.1313131
0.2107072 0.1414141
0.2255336 0.1515152
0.2403136 0.1616162
0.2550440 0.1717172
0.2697220 0.1818182
0.2843443 0.1919192
0.2989079 0.2020202
0.3134096 0.2121212
0.3278464 0.2222222
0.3422151 0.2323232
0.3565128 0.2424242
0.3707362 0.2525252
0.3848824 0.2626263
0.3989482 0.2727273
0.4129304 0.2828283
0.4268261 0.2929293
0.4406322 0.3030303
0.4543455 0.3131313
0.4679630 0.3232323
0.4814815 0.3333333
0.4948980 0.3434343
0.5082093 0.3535354
0.5214125 0.3636364
0.5345043 0.3737374
0.5474817 0.3838384
0.5603417 0.3939394
0.5730811 0.4040404
0.5856968 0.4141414
0.5981857 0.4242424
0.6105447 0.4343434
0.6227710 0.4444444
0.6348610 0.4545455
0.6468120 0.4646465
0.6586207 0.4747475
0.6702842 0.4848485
0.6817991 0.4949495
0.6931626 0.5050505
0.7043715 0.5151515
0.7154227 0.5252525
0.7263132 0.5353535
0.7370399 0.5454546
0.7475995 0.5555556
0.7579890 0.5656565
0.7682055 0.5757576
0.7782457 0.5858586
0.7881066 0.5959596
0.7977850 0.6060606
0.8072780 0.6161616
0.8165823 0.6262626
0.8256950 0.6363636
0.8346128 0.6464646
0.8433328 0.6565657
0.8518518 0.6666667
0.8601668 0.6767676
0.8682746 0.6868687
0.8761722 0.6969697
0.8838564 0.7070707
0.8913243 0.7171717
0.8985725 0.7272727
0.9055981 0.7373737
0.9123982 0.7474747
0.9189693 0.7575758
0.9253086 0.7676768
0.9314129 0.7777778
0.9372792 0.7878788
0.9429041 0.7979798
0.9482851 0.8080808
0.9534185 0.8181818
0.9583015 0.8282828
0.9629310 0.8383839
0.9673039 0.8484849
0.9714171 0.8585858
0.9752674 0.8686869
0.9788518 0.8787879
0.9821674 0.8888889
0.9852108 0.8989899
0.9879789 0.9090909
0.9904690 0.9191919
0.9926775 0.9292929
0.9946016 0.9393939
0.9962384 0.9494950
0.9975843 0.9595960
0.9986365 0.9696970
0.9993920 0.9797980
0.9998475 0.9898990
1.000000 1.000000
