 3.3665149692102E-02  2.7315825473738E-02  7.0964837449579E-03  2.3871793352263E+00  0.0000000000000E+00 -2.8117215189285E-02
 3.4485985506987E-02  2.7971275317843E-02  7.0935466343084E-03  2.4442785362024E+00  0.0000000000000E+00 -2.8790568963809E-02
 3.5306802202121E-02  2.8625651090495E-02  7.0904677977791E-03  2.5012715603421E+00  0.0000000000000E+00 -2.9462723120812E-02
 3.6127599331589E-02  2.9278900154033E-02  7.0872440430746E-03  2.5581536004475E+00  0.0000000000000E+00 -3.0133621511528E-02
 3.6948376450345E-02  2.9930968713599E-02  7.0838721948556E-03  2.6149197531176E+00  0.0000000000000E+00 -3.0803206822834E-02
 3.7769133114245E-02  3.0581801828999E-02  7.0803490954920E-03  2.6715650198334E+00  0.0000000000000E+00 -3.1471420590693E-02
 3.8589868880090E-02  3.1231343427099E-02  7.0766716058314E-03  2.7280843080862E+00  0.0000000000000E+00 -3.2138203214164E-02
 3.9410583305666E-02  3.1879536314765E-02  7.0728366059793E-03  2.7844724325502E+00  0.0000000000000E+00 -3.2803493969989E-02
 4.0231275949783E-02  3.2526322192359E-02  7.0688409960931E-03  2.8407241163008E+00  0.0000000000000E+00 -3.3467231027770E-02
 4.1051946372319E-02  3.3171641667793E-02  7.0646816971888E-03  2.8968339920779E+00  0.0000000000000E+00 -3.4129351465736E-02
 4.1872594134260E-02  3.3815434271154E-02  7.0603556519596E-03  2.9527966035949E+00  0.0000000000000E+00 -3.4789791287105E-02
 4.2693218797744E-02  3.4457638469903E-02  7.0558598256072E-03  3.0086064068950E+00  0.0000000000000E+00 -3.5448485437060E-02
 4.3513819926107E-02  3.5098191684664E-02  7.0511912066840E-03  3.0642577717540E+00  0.0000000000000E+00 -3.6105367820330E-02
 4.4334397083925E-02  3.5737030305589E-02  7.0463468079474E-03  3.1197449831298E+00  0.0000000000000E+00 -3.6760371319391E-02
 4.5154949837057E-02  3.6374089709337E-02  7.0413236672242E-03  3.1750622426611E+00  0.0000000000000E+00 -3.7413427813286E-02
 4.5975477752696E-02  3.7009304276634E-02  7.0361188482860E-03  3.2302036702124E+00  0.0000000000000E+00 -3.8064468197075E-02
 4.6795980399413E-02  3.7642607410455E-02  7.0307294417347E-03  3.2851633054688E+00  0.0000000000000E+00 -3.8713422401913E-02
 4.7616457347202E-02  3.8273931554807E-02  7.0251525658977E-03  3.3399351095784E+00  0.0000000000000E+00 -3.9360219415760E-02
 4.8436908167530E-02  3.8903208214135E-02  7.0193853677321E-03  3.3945129668443E+00  0.0000000000000E+00 -4.0004787304731E-02
 4.9257332433386E-02  3.9530367973334E-02  7.0134250237378E-03  3.4488906864651E+00  0.0000000000000E+00 -4.0647053235085E-02
 5.0077729719327E-02  4.0155340518396E-02  7.0072687408793E-03  3.5030620043248E+00  0.0000000000000E+00 -4.1286943495848E-02
 5.0898099601529E-02  4.0778054657673E-02  7.0009137575150E-03  3.5570205848324E+00  0.0000000000000E+00 -4.1924383522086E-02
 5.1718441657838E-02  4.1398438343768E-02  6.9943573443344E-03  3.6107600228104E+00  0.0000000000000E+00 -4.2559297918816E-02
 5.2538755467818E-02  4.2016418696055E-02  6.9875968053013E-03  3.6642738454327E+00  0.0000000000000E+00 -4.3191610485560E-02
 5.3359040612803E-02  4.2631922023824E-02  6.9806294786045E-03  3.7175555142130E+00  0.0000000000000E+00 -4.3821244241541E-02
 5.4179296675951E-02  4.3244873850058E-02  6.9734527376140E-03  3.7705984270410E+00  0.0000000000000E+00 -4.4448121451519E-02
 5.4999523242291E-02  4.3855198935838E-02  6.9660639918421E-03  3.8233959202692E+00  0.0000000000000E+00 -4.5072163652268E-02
 5.5819719898781E-02  4.4462821305374E-02  6.9584606879101E-03  3.8759412708487E+00  0.0000000000000E+00 -4.5693291679685E-02
 5.6639886234354E-02  4.5067664271666E-02  6.9506403105190E-03  3.9282276985136E+00  0.0000000000000E+00 -4.6311425696534E-02
 5.7460021839980E-02  4.5669650462784E-02  6.9426003834237E-03  3.9802483680145E+00  0.0000000000000E+00 -4.6926485220823E-02
 5.8280126308712E-02  4.6268701848772E-02  6.9343384704106E-03  4.0319963914010E+00  0.0000000000000E+00 -4.7538389154800E-02
 5.9100199235745E-02  4.6864739769173E-02  6.9258521762778E-03  4.0834648303513E+00  0.0000000000000E+00 -4.8147055814570E-02
 5.9920240218466E-02  4.7457684961163E-02  6.9171391478172E-03  4.1346466985511E+00  0.0000000000000E+00 -4.8752402960328E-02
 6.0740248856514E-02  4.8047457588298E-02  6.9081970747981E-03  4.1855349641193E+00  0.0000000000000E+00 -4.9354347827198E-02
 6.1560224751832E-02  4.8633977269862E-02  6.8990236909511E-03  4.2361225520806E+00  0.0000000000000E+00 -4.9952807156670E-02
 6.2380167508722E-02  4.9217163110817E-02  6.8896167749529E-03  4.2864023468851E+00  0.0000000000000E+00 -5.0547697228632E-02
 6.3200076733904E-02  4.9796933732342E-02  6.8799741514097E-03  4.3363671949741E+00  0.0000000000000E+00 -5.1138933893984E-02
 6.4019952036568E-02  5.0373207302953E-02  6.8700936918405E-03  4.3860099073903E+00  0.0000000000000E+00 -5.1726432607825E-02
 6.4839793028431E-02  5.0945901570208E-02  6.8599733156577E-03  4.4353232624344E+00  0.0000000000000E+00 -5.2310108463204E-02
 6.5659599323799E-02  5.1514933892968E-02  6.8496109911455E-03  4.4843000083645E+00  0.0000000000000E+00 -5.2889876225427E-02
 6.6479370539613E-02  5.2080221274223E-02  6.8390047364355E-03  4.5329328661394E+00  0.0000000000000E+00 -5.3465650366902E-02
 6.7299106295517E-02  5.2641680394463E-02  6.8281526204779E-03  4.5812145322049E+00  0.0000000000000E+00 -5.4037345102510E-02
 6.8118806213907E-02  5.3199227645587E-02  6.8170527640089E-03  4.6291376813209E+00  0.0000000000000E+00 -5.4604874425505E-02
 6.8938469919992E-02  5.3752779165334E-02  6.8057033405123E-03  4.6766949694305E+00  0.0000000000000E+00 -5.5168152143900E-02
 6.9758097041851E-02  5.4302250872227E-02  6.7941025771755E-03  4.7238790365683E+00  0.0000000000000E+00 -5.5727091917351E-02
 7.0577687210488E-02  5.4847558501024E-02  6.7822487558387E-03  4.7706825098076E+00  0.0000000000000E+00 -5.6281607294514E-02
 7.1397240059891E-02  5.5388617638639E-02  6.7701402139373E-03  4.8170980062464E+00  0.0000000000000E+00 -5.6831611750851E-02
 7.2216755227090E-02  5.5925343760552E-02  6.7577753454353E-03  4.8631181360296E+00  0.0000000000000E+00 -5.7377018726888E-02
 7.3036232352213E-02  5.6457652267662E-02  6.7451526017511E-03  4.9087355054065E+00  0.0000000000000E+00 -5.7917741666884E-02
 7.3855671078543E-02  5.6985458523586E-02  6.7322704926729E-03  4.9539427198240E+00  0.0000000000000E+00 -5.8453694057913E-02
 7.4675071052576E-02  5.7508677892382E-02  6.7191275872646E-03  4.9987323870522E+00  0.0000000000000E+00 -5.8984789469330E-02
 7.5494431924080E-02  5.8027225776675E-02  6.7057225147597E-03  5.0430971203425E+00  0.0000000000000E+00 -5.9510941592599E-02
 7.6313753346147E-02  5.8541017656173E-02  6.6920539654449E-03  5.0870295416161E+00  0.0000000000000E+00 -6.0032064281478E-02
 7.7133034975256E-02  5.9049969126551E-02  6.6781206915301E-03  5.1305222846819E+00  0.0000000000000E+00 -6.0548071592520E-02
 7.7952276471324E-02  5.9553995938689E-02  6.6639215080059E-03  5.1735679984828E+00  0.0000000000000E+00 -6.1058877825881E-02
 7.8771477497768E-02  6.0053014038240E-02  6.6494552934869E-03  5.2161593503679E+00  0.0000000000000E+00 -6.1564397566415E-02
 7.9590637721557E-02  6.0546939605496E-02  6.6347209910402E-03  5.2582890293896E+00  0.0000000000000E+00 -6.2064545725021E-02
 8.0409756813271E-02  6.1035689095560E-02  6.6197176089991E-03  5.2999497496246E+00  0.0000000000000E+00 -6.2559237580233E-02
 8.1228834447154E-02  6.1519179278773E-02  6.6044442217598E-03  5.3411342535164E+00  0.0000000000000E+00 -6.3048388820019E-02
 8.2047870301172E-02  6.1997327281385E-02  6.5888999705617E-03  5.3818353152377E+00  0.0000000000000E+00 -6.3531915583768E-02
 8.2866864057067E-02  6.2470050626447E-02  6.5730840642506E-03  5.4220457440717E+00  0.0000000000000E+00 -6.4009734504439E-02
 8.3685815400414E-02  6.2937267274906E-02  6.5569957800220E-03  5.4617583878099E+00  0.0000000000000E+00 -6.4481762750850E-02
 8.4504724020671E-02  6.3398895666859E-02  6.5406344641468E-03  5.5009661361649E+00  0.0000000000000E+00 -6.4947918070073E-02
 8.5323589611238E-02  6.3854854762969E-02  6.5239995326767E-03  5.5396619241959E+00  0.0000000000000E+00 -6.5408118829919E-02
 8.6142411869506E-02  6.4305064085990E-02  6.5070904721286E-03  5.5778387357466E+00  0.0000000000000E+00 -6.5862284061477E-02
 8.6961190496915E-02  6.4749443762395E-02  6.4899068401482E-03  5.6154896068912E+00  0.0000000000000E+00 -6.6310333501676E-02
 8.7779925199001E-02  6.5187914564069E-02  6.4724482661513E-03  5.6526076293890E+00  0.0000000000000E+00 -6.6752187635864E-02
 8.8598615685454E-02  6.5620397950051E-02  6.4547144519430E-03  5.6891859541435E+00  0.0000000000000E+00 -6.7187767740340E-02
 8.9417261670166E-02  6.6046816108279E-02  6.4367051723126E-03  5.7252177946661E+00  0.0000000000000E+00 -6.7616995924847E-02
 9.0235862871281E-02  6.6467091997334E-02  6.4184202756050E-03  5.7606964305401E+00  0.0000000000000E+00 -6.8039795174968E-02
 9.1054419011250E-02  6.6881149388134E-02  6.3998596842675E-03  5.7956152108857E+00  0.0000000000000E+00 -6.8456089394411E-02
 9.1872929816876E-02  6.7288912905558E-02  6.3810233953701E-03  5.8299675578207E+00  0.0000000000000E+00 -6.8865803447149E-02
 9.2691395019365E-02  6.7690308069981E-02  6.3619114811015E-03  5.8637469699177E+00  0.0000000000000E+00 -6.9268863199381E-02
 9.3509814354374E-02  6.8085261338663E-02  6.3425240892363E-03  5.8969470256541E+00  0.0000000000000E+00 -6.9665195561296E-02
 9.4328187562061E-02  6.8473700146995E-02  6.3228614435763E-03  5.9295613868524E+00  0.0000000000000E+00 -7.0054728528587E-02
 9.5146514387128E-02  6.8855552949549E-02  6.3029238443632E-03  5.9615838021107E+00  0.0000000000000E+00 -7.0437391223709E-02
 9.5964794578869E-02  6.9230749260910E-02  6.2827116686626E-03  5.9930081102181E+00  0.0000000000000E+00 -7.0813113936831E-02
 9.6783027891217E-02  6.9599219696263E-02  6.2622253707190E-03  6.0238282435557E+00  0.0000000000000E+00 -7.1181828166463E-02
 9.7601214082785E-02  6.9960896011690E-02  6.2414654822806E-03  6.0540382314796E+00  0.0000000000000E+00 -7.1543466659716E-02
 9.8419352916912E-02  7.0315711144173E-02  6.2204326128944E-03  6.0836322036828E+00  0.0000000000000E+00 -7.1897963452177E-02
 9.9237444161706E-02  7.0663599251238E-02  6.1991274501695E-03  6.1126043935356E+00  0.0000000000000E+00 -7.2245253907353E-02
 1.0005548759009E-01  7.1004495750239E-02  6.1775507600098E-03  6.1409491414015E+00  0.0000000000000E+00 -7.2585274755662E-02
 1.0087348297982E-01  7.1338337357236E-02  6.1557033868138E-03  6.1686608979251E+00  0.0000000000000E+00 -7.2917964132937E-02
 1.0169143011357E-01  7.1665062125432E-02  6.1335862536425E-03  6.1957342272914E+00  0.0000000000000E+00 -7.3243261618418E-02
 1.0250932877892E-01  7.1984609483155E-02  6.1112003623544E-03  6.2221638104537E+00  0.0000000000000E+00 -7.3561108272179E-02
 1.0332717876844E-01  7.2296920271331E-02  6.0885467937067E-03  6.2479444483270E+00  0.0000000000000E+00 -7.3871446671994E-02
 1.0414497987968E-01  7.2601936780446E-02  6.0656267074225E-03  6.2730710649459E+00  0.0000000000000E+00 -7.4174220949578E-02
 1.0496273191525E-01  7.2899602786932E-02  6.0424413422246E-03  6.2975387105832E+00  0.0000000000000E+00 -7.4469376826194E-02
 1.0578043468284E-01  7.3189863588976E-02  6.0189920158333E-03  6.3213425648283E+00  0.0000000000000E+00 -7.4756861647582E-02
 1.0659808799523E-01  7.3472666041706E-02  5.9952801249304E-03  6.3444779396226E+00  0.0000000000000E+00 -7.5036624418191E-02
 1.0741569167036E-01  7.3747958591729E-02  5.9713071450867E-03  6.3669402822488E+00  0.0000000000000E+00 -7.5308615834676E-02
 1.0823324553132E-01  7.4015691310985E-02  5.9470746306548E-03  6.3887251782733E+00  0.0000000000000E+00 -7.5572788318639E-02
 1.0905074940644E-01  7.4275815929899E-02  5.9225842146247E-03  6.4098283544382E+00  0.0000000000000E+00 -7.5829096048571E-02
 1.0986820312926E-01  7.4528285869790E-02  5.8978376084439E-03  6.4302456815013E+00  0.0000000000000E+00 -7.6077494990984E-02
 1.1068560653858E-01  7.4773056274514E-02  5.8728366018009E-03  6.4499731770218E+00  0.0000000000000E+00 -7.6317942930694E-02
 1.1150295947849E-01  7.5010084041309E-02  5.8475830623714E-03  6.4690070080890E+00  0.0000000000000E+00 -7.6550399500228E-02
 1.1232026179841E-01  7.5239327850823E-02  5.8220789355275E-03  6.4873434939927E+00  0.0000000000000E+00 -7.6774826208332E-02
 1.1313751335307E-01  7.5460748196284E-02  5.7963262440106E-03  6.5049791088321E+00  0.0000000000000E+00 -7.6991186467553E-02
 1.1395471400258E-01  7.5674307411794E-02  5.7703270875654E-03  6.5219104840618E+00  0.0000000000000E+00 -7.7199445620864E-02
 1.1477186361243E-01  7.5879969699720E-02  5.7440836425379E-03  6.5381344109729E+00  0.0000000000000E+00 -7.7399570967320E-02
 1.1558896205351E-01  7.6077701157153E-02  5.7175981614352E-03  6.5536478431060E+00  0.0000000000000E+00 -7.7591531786698E-02
 1.1640600920213E-01  7.6267469801411E-02  5.6908729724473E-03  6.5684478985957E+00  0.0000000000000E+00 -7.7775299363127E-02
 1.1722300494003E-01  7.6449245594563E-02  5.6639104789319E-03  6.5825318624431E+00  0.0000000000000E+00 -7.7950847007659E-02
 1.1803994915443E-01  7.6623000466951E-02  5.6367131588611E-03  6.5958971887150E+00  0.0000000000000E+00 -7.8118150079770E-02
 1.1885684173801E-01  7.6788708339678E-02  5.6092835642307E-03  6.6085415026683E+00  0.0000000000000E+00 -7.8277186007777E-02
 1.1967368258892E-01  7.6946345146055E-02  5.5816243204315E-03  6.6204626027969E+00  0.0000000000000E+00 -7.8427934308135E-02
 1.2049047161082E-01  7.7095888851974E-02  5.5537381255837E-03  6.6316584627990E+00  0.0000000000000E+00 -7.8570376603604E-02
 1.2130720871287E-01  7.7237319475186E-02  5.5256277498330E-03  6.6421272334647E+00  0.0000000000000E+00 -7.8704496640270E-02
 1.2212389380977E-01  7.7370619103475E-02  5.4972960346102E-03  6.6518672444804E+00  0.0000000000000E+00 -7.8830280303397E-02
 1.2294052682171E-01  7.7495771911694E-02  5.4687458918532E-03  6.6608770061485E+00  0.0000000000000E+00 -7.8947715632089E-02
 1.2375710767442E-01  7.7612764177662E-02  5.4399803031922E-03  6.6691552110222E+00  0.0000000000000E+00 -7.9056792832765E-02
 1.2457363629920E-01  7.7721584296884E-02  5.4110023190987E-03  6.6767007354517E+00  0.0000000000000E+00 -7.9157504291403E-02
 1.2539011263284E-01  7.7822222796105E-02  5.3818150579969E-03  6.6835126410425E+00  0.0000000000000E+00 -7.9249844584572E-02
 1.2620653661769E-01  7.7914672345651E-02  5.3524217053401E-03  6.6895901760215E+00  0.0000000000000E+00 -7.9333810489214E-02
 1.2702290820167E-01  7.7998927770578E-02  5.3228255126508E-03  6.6949327765133E+00  0.0000000000000E+00 -7.9409400991177E-02
 1.2783922733821E-01  7.8074986060580E-02  5.2930297965252E-03  6.6995400677210E+00  0.0000000000000E+00 -7.9476617292488E-02
 1.2865549398628E-01  7.8142846378677E-02  5.2630379376030E-03  6.7034118650143E+00  0.0000000000000E+00 -7.9535462817353E-02
 1.2947170811040E-01  7.8202510068649E-02  5.2328533795021E-03  6.7065481749201E+00  0.0000000000000E+00 -7.9585943216876E-02
 1.3028786968061E-01  7.8253980661217E-02  5.2024796277191E-03  6.7089491960176E+00  0.0000000000000E+00 -7.9628066372498E-02
 1.3110397867250E-01  7.8297263878960E-02  5.1719202484964E-03  6.7106153197343E+00  0.0000000000000E+00 -7.9661842398138E-02
 1.3192003506713E-01  7.8332367639961E-02  5.1411788676558E-03  6.7115471310432E+00  0.0000000000000E+00 -7.9687283641043E-02
 1.3273603885112E-01  7.8359302060177E-02  5.1102591693992E-03  6.7117454090602E+00  0.0000000000000E+00 -7.9704404681333E-02
 1.3355199001653E-01  7.8378079454525E-02  5.0791648950772E-03  6.7112111275406E+00  0.0000000000000E+00 -7.9713222330255E-02
 1.3436788856095E-01  7.8388714336681E-02  5.0478998419261E-03  6.7099454552730E+00  0.0000000000000E+00 -7.9713755627118E-02
 1.3518373448742E-01  7.8391223417589E-02  5.0164678617744E-03  6.7079497563724E+00  0.0000000000000E+00 -7.9706025834945E-02
 1.3599952780443E-01  7.8385625602689E-02  4.9848728597178E-03  6.7052255904687E+00  0.0000000000000E+00 -7.9690056434807E-02
 1.3681526852590E-01  7.8371941987838E-02  4.9531187927656E-03  6.7017747127922E+00  0.0000000000000E+00 -7.9665873118876E-02
 1.3763095667120E-01  7.8350195853957E-02  4.9212096684579E-03  6.6975990741555E+00  0.0000000000000E+00 -7.9633503782165E-02
 1.3844659226506E-01  7.8320412660381E-02  4.8891495434540E-03  6.6927008208297E+00  0.0000000000000E+00 -7.9592978513001E-02
 1.3926217533761E-01  7.8282620036930E-02  4.8569425220937E-03  6.6870822943166E+00  0.0000000000000E+00 -7.9544329582196E-02
 1.4007770592433E-01  7.8236847774696E-02  4.8245927549321E-03  6.6807460310159E+00  0.0000000000000E+00 -7.9487591430957E-02
 1.4089318406603E-01  7.8183127815558E-02  4.7921044372480E-03  6.6736947617863E+00  0.0000000000000E+00 -7.9422800657520E-02
 1.4170860980883E-01  7.8121494240437E-02  4.7594818075272E-03  6.6659314114020E+00  0.0000000000000E+00 -7.9349996002539E-02
 1.4252398320412E-01  7.8051983256281E-02  4.7267291459218E-03  6.6574590979039E+00  0.0000000000000E+00 -7.9269218333221E-02
 1.4333930430854E-01  7.7974633181807E-02  4.6938507726863E-03  6.6482811318450E+00  0.0000000000000E+00 -7.9180510626232E-02
 1.4415457318395E-01  7.7889484432011E-02  4.6608510465902E-03  6.6384010154309E+00  0.0000000000000E+00 -7.9083917949382E-02
 1.4496978989741E-01  7.7796579501436E-02  4.6277343633101E-03  6.6278224415560E+00  0.0000000000000E+00 -7.8979487442112E-02
 1.4578495452112E-01  7.7695962946243E-02  4.5945051538007E-03  6.6165492927345E+00  0.0000000000000E+00 -7.8867268294785E-02
 1.4660006713242E-01  7.7587681365075E-02  4.5611678826457E-03  6.6045856399279E+00  0.0000000000000E+00 -7.8747311726809E-02
 1.4741512781373E-01  7.7471783378733E-02  4.5277270463906E-03  6.5919357412684E+00  0.0000000000000E+00 -7.8619670963603E-02
 1.4823013665251E-01  7.7348319608691E-02  4.4941871718576E-03  6.5786040406798E+00  0.0000000000000E+00 -7.8484401212434E-02
 1.4904509374125E-01  7.7217342654461E-02  4.4605528144431E-03  6.5645951663964E+00  0.0000000000000E+00 -7.8341559637135E-02
 1.4985999917742E-01  7.7078907069819E-02  4.4268285564002E-03  6.5499139293790E+00  0.0000000000000E+00 -7.8191205331726E-02
 1.5067485306339E-01  7.6933069337928E-02  4.3930190051065E-03  6.5345653216322E+00  0.0000000000000E+00 -7.8033399292974E-02
 1.5148965550647E-01  7.6779887845364E-02  4.3591287913176E-03  6.5185545144202E+00  0.0000000000000E+00 -7.7868204391892E-02
 1.5230440661879E-01  7.6619422855071E-02  4.3251625674087E-03  6.5018868563849E+00  0.0000000000000E+00 -7.7695685344222E-02
 1.5311910651730E-01  7.6451736478278E-02  4.2911250056044E-03  6.4845678715659E+00  0.0000000000000E+00 -7.7515908679913E-02
 1.5393375532370E-01  7.6276892645379E-02  4.2570207961979E-03  6.4666032573243E+00  0.0000000000000E+00 -7.7328942711629E-02
 1.5474835316441E-01  7.6094957075827E-02  4.2228546457614E-03  6.4479988821707E+00  0.0000000000000E+00 -7.7134857502306E-02
 1.5556290017052E-01  7.5905997247043E-02  4.1886312753479E-03  6.4287607835001E+00  0.0000000000000E+00 -7.6933724831792E-02
 1.5637739647775E-01  7.5710082362388E-02  4.1543554186861E-03  6.4088951652334E+00  0.0000000000000E+00 -7.6725618162590E-02
 1.5719184222638E-01  7.5507283318209E-02  4.1200318203689E-03  6.3884083953689E+00  0.0000000000000E+00 -7.6510612604746E-02
 1.5800623756120E-01  7.5297672669992E-02  4.0856652340379E-03  6.3673070034428E+00  0.0000000000000E+00 -7.6288784879893E-02
 1.5882058263149E-01  7.5081324597655E-02  4.0512604205635E-03  6.3455976779036E+00  0.0000000000000E+00 -7.6060213284503E-02
 1.5963487759093E-01  7.4858314870002E-02  4.0168221462228E-03  6.3232872633991E+00  0.0000000000000E+00 -7.5824977652357E-02
 1.6044912259756E-01  7.4628720808380E-02  3.9823551808757E-03  6.3003827579794E+00  0.0000000000000E+00 -7.5583159316281E-02
 1.6126331781374E-01  7.4392621249556E-02  3.9478642961414E-03  6.2768913102173E+00  0.0000000000000E+00 -7.5334841069170E-02
 1.6207746340608E-01  7.4150096507850E-02  3.9133542635754E-03  6.2528202162484E+00  0.0000000000000E+00 -7.5080107124336E-02
 1.6289155954538E-01  7.3901228336569E-02  3.8788298528481E-03  6.2281769167315E+00  0.0000000000000E+00 -7.4819043075215E-02
 1.6370560640658E-01  7.3646099888750E-02  3.8442958299276E-03  6.2029689937340E+00  0.0000000000000E+00 -7.4551735854460E-02
 1.6451960416869E-01  7.3384795677267E-02  3.8097569552659E-03  6.1772041675411E+00  0.0000000000000E+00 -7.4278273692465E-02
 1.6533355301476E-01  7.3117401534320E-02  3.7752179819909E-03  6.1508902933934E+00  0.0000000000000E+00 -7.3998746075339E-02
 1.6614745313179E-01  7.2844004570353E-02  3.7406836541053E-03  6.1240353581545E+00  0.0000000000000E+00 -7.3713243702382E-02
 1.6696130471069E-01  7.2564693132421E-02  3.7061587046930E-03  6.0966474769104E+00  0.0000000000000E+00 -7.3421858443080E-02
