0.0000000000000E+00 0.0000000000000E+00
4.6960002959362E-03 2.8284768841175E-03
9.3919993054524E-03 5.6569537682175E-03
1.4087993720660E-02 8.4854306522826E-03
1.8783978028447E-02 1.1313907536295E-02
2.3479944510516E-02 1.4142384420238E-02
2.8175883243457E-02 1.6970861304094E-02
3.2871782098864E-02 1.9799338187844E-02
3.7567626743509E-02 2.2627815071473E-02
4.2263400639588E-02 2.5456291954962E-02
4.6959085045041E-02 2.8284768838293E-02
5.1654659013966E-02 3.1113245721450E-02
5.6350099397137E-02 3.3941722604415E-02
6.1045380842633E-02 3.6770199487170E-02
6.5740475796592E-02 3.9598676369699E-02
7.0435354504105E-02 4.2427153251982E-02
7.5129985010256E-02 4.5255630134004E-02
7.9824333161319E-02 4.8084107015747E-02
8.4518362606128E-02 5.0912583897193E-02
8.9212034797629E-02 5.3741060778324E-02
9.3905308994623E-02 5.6569537659124E-02
9.8598142263715E-02 5.9398014539575E-02
1.0329048948148E-01 6.2226491419659E-02
1.0798230333684E-01 6.5054968299360E-02
1.1267353433373E-01 6.7883445178659E-02
1.1736413079392E-01 7.0711922057540E-02
1.2205403886018E-01 7.3540398935984E-02
1.2674320249972E-01 7.6368875813975E-02
1.3143156350782E-01 7.9197352691495E-02
1.3611906151185E-01 8.2025829568527E-02
1.4080563397553E-01 8.4854306445054E-02
1.4549121620357E-01 8.7682783321057E-02
1.5017574134655E-01 9.0511260196521E-02
1.5485914040622E-01 9.3339737071427E-02
1.5954134224107E-01 9.6168213945758E-02
1.6422227357233E-01 9.8996690819498E-02
1.6890185899026E-01 1.0182516769263E-01
1.7358002096089E-01 1.0465364456513E-01
1.7825667983311E-01 1.0748212143699E-01
1.8293175384616E-01 1.1031059830819E-01
1.8760515913750E-01 1.1313907517871E-01
1.9227680975118E-01 1.1596755204854E-01
1.9694661764654E-01 1.1879602891766E-01
2.0161449270741E-01 1.2162450578604E-01
2.0628034275174E-01 1.2445298265368E-01
2.1094407354166E-01 1.2728145952056E-01
2.1560558879404E-01 1.3010993638665E-01
2.2026479019152E-01 1.3293841325195E-01
2.2492157739396E-01 1.3576689011644E-01
2.2957584805051E-01 1.3859536698009E-01
2.3422749781202E-01 1.4142384384289E-01
2.3887642034409E-01 1.4425232070484E-01
2.4352250734055E-01 1.4708079756590E-01
2.4816564853752E-01 1.4990927442606E-01
2.5280573172794E-01 1.5273775128531E-01
2.5744264277673E-01 1.5556622814362E-01
2.6207626563637E-01 1.5839470500099E-01
2.6670648236316E-01 1.6122318185739E-01
2.7133317313394E-01 1.6405165871282E-01
2.7595621626342E-01 1.6688013556724E-01
2.8057548822211E-01 1.6970861242066E-01
2.8519086365475E-01 1.7253708927304E-01
2.8980221539938E-01 1.7536556612437E-01
2.9440941450700E-01 1.7819404297465E-01
2.9901233026180E-01 1.8102251982384E-01
3.0361083020199E-01 1.8385099667194E-01
3.0820478014124E-01 1.8667947351893E-01
3.1279404419073E-01 1.8950795036480E-01
3.1737848478182E-01 1.9233642720952E-01
