           1        2001           5   1.6203817008764749     
 0.0000000000000E+00  9.8518496544415E-01  0.0000000000000E+00  0.0000000000000E+00  0.0000000000000E+00  1.0150378203845E+00
 8.2122937016034E-04  9.8518524035055E-01  4.7412113677602E-03  2.9741242406593E-08  0.0000000000000E+00  1.0150375371480E+00
 1.6424582820087E-03  9.8518606506980E-01  9.4824187585463E-03  1.1896479400397E-07  0.0000000000000E+00  1.0150366874395E+00
 2.4636862772346E-03  9.8518743960149E-01  1.4223616103842E-02  2.6767006351903E-07  0.0000000000000E+00  1.0150352712622E+00
 3.2849128975317E-03  9.8518936394360E-01  1.8964795053508E-02  4.7585593192013E-07  0.0000000000000E+00  1.0150332886229E+00
 4.1061376846009E-03  9.8519183809151E-01  2.3705944975897E-02  7.4352063793795E-07  0.0000000000000E+00  1.0150307395331E+00
 4.9273601801545E-03  9.8519486203687E-01  2.8447052958028E-02  1.0706616636079E-06  0.0000000000000E+00  1.0150276240099E+00
 5.7485799259216E-03  9.8519843576650E-01  3.3188103805838E-02  1.4572756198425E-06  0.0000000000000E+00  1.0150239420772E+00
 6.5697964636537E-03  9.8520255926133E-01  3.7929080044524E-02  1.9033581320434E-06  0.0000000000000E+00  1.0150196937671E+00
 7.3910093351316E-03  9.8520723249534E-01  4.2669961918978E-02  2.4089037257636E-06  0.0000000000000E+00  1.0150148791206E+00
 8.2122180821737E-03  9.8521245543440E-01  4.7410727394336E-02  2.9739057124310E-06  0.0000000000000E+00  1.0150094981890E+00
 9.0334222466442E-03  9.8521822803528E-01  5.2151352156652E-02  3.5983560751464E-06  0.0000000000000E+00  1.0150035510348E+00
 9.8546213704628E-03  9.8522455024448E-01  5.6891809613710E-02  4.2822453545706E-06  0.0000000000000E+00  1.0149970377330E+00
 1.0675814995615E-02  9.8523142199721E-01  6.1632070895973E-02  5.0255625349125E-06  0.0000000000000E+00  1.0149899583723E+00
 1.1497002664166E-02  9.8523884321628E-01  6.6372104857701E-02  5.8282949300380E-06  0.0000000000000E+00  1.0149823130557E+00
 1.2318183918266E-02  9.8524681381102E-01  7.1111878078240E-02  6.6904280697128E-06  0.0000000000000E+00  1.0149741019024E+00
 1.3139358300174E-02  9.8525533367620E-01  7.5851354863489E-02  7.6119455859998E-06  0.0000000000000E+00  1.0149653250481E+00
 1.3960525352262E-02  9.8526440269097E-01  8.0590497247567E-02  8.5928290998283E-06  0.0000000000000E+00  1.0149559826467E+00
 1.4781684617035E-02  9.8527402071775E-01  8.5329264994682E-02  9.6330581077561E-06  0.0000000000000E+00  1.0149460748712E+00
 1.5602835637148E-02  9.8528418760116E-01  9.0067615601228E-02  1.0732609868944E-05  0.0000000000000E+00  1.0149356019147E+00
 1.6423977955418E-02  9.8529490316699E-01  9.4805504298103E-02  1.1891459292368E-05  0.0000000000000E+00  1.0149245639917E+00
 1.7245111114846E-02  9.8530616722106E-01  9.9542884053274E-02  1.3109578824287E-05  0.0000000000000E+00  1.0149129613391E+00
 1.8066234658635E-02  9.8531797954818E-01  1.0427970557460E-01  1.4386938335993E-05  0.0000000000000E+00  1.0149007942173E+00
 1.8887348130206E-02  9.8533033991109E-01  1.0901591731291E-01  1.5723505011876E-05  0.0000000000000E+00  1.0148880629112E+00
 1.9708451073224E-02  9.8534324804939E-01  1.1375146546539E-01  1.7119243237808E-05  0.0000000000000E+00  1.0148747677316E+00
 2.0529543031613E-02  9.8535670367847E-01  1.1848629397918E-01  1.8574114489903E-05  0.0000000000000E+00  1.0148609090159E+00
 2.1350623549583E-02  9.8537070648842E-01  1.2322034455541E-01  2.0088077223657E-05  0.0000000000000E+00  1.0148464871294E+00
 2.2171692171652E-02  9.8538525614304E-01  1.2795355665339E-01  2.1661086763507E-05  0.0000000000000E+00  1.0148315024665E+00
 2.2992748442667E-02  9.8540035227872E-01  1.3268586749523E-01  2.3293095192834E-05  0.0000000000000E+00  1.0148159554515E+00
 2.3813791907833E-02  9.8541599450344E-01  1.3741721207078E-01  2.4984051244456E-05  0.0000000000000E+00  1.0147998465398E+00
 2.4634822112734E-02  9.8543218239568E-01  1.4214752314288E-01  2.6733900191613E-05  0.0000000000000E+00  1.0147831762191E+00
 2.5455838603363E-02  9.8544891550340E-01  1.4687673125298E-01  2.8542583739513E-05  0.0000000000000E+00  1.0147659450101E+00
 2.6276840926150E-02  9.8546619334301E-01  1.5160476472716E-01  3.0410039917439E-05  0.0000000000000E+00  1.0147481534680E+00
 2.7097828627986E-02  9.8548401539833E-01  1.5633154968250E-01  3.2336202971478E-05  0.0000000000000E+00  1.0147298021834E+00
 2.7918801256254E-02  9.8550238111954E-01  1.6105701003382E-01  3.4321003257890E-05  0.0000000000000E+00  1.0147108917829E+00
